,input,output
4727,i career tel have added u as a contact on indyarocks com to send free sms to remove from phonebook sms no to lt gt,human
4728,i've reached already,human
4729,i dont know ask to my brother nothing problem some thing that just i told,human
4730,k eng rocking in ashes,human
4731,wat time r ì_ going to xin's hostel,human
4732,good morning my dear shijutta have a great amp successful day,human
4733,buy space invaders   a chance   win orig arcade game console press   for games arcade std wap charge see o  co uk games   terms settings no purchase,spam
4734,oh k after that placement there ah,human
4735,"not for possession, especially not first offense",human
4736,"nt only for driving even for many reasons she is called bbd thts it chikku, then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem",human
4737,i bought the test yesterday its something that lets you know the exact day u ovulate when will get  u in about   to  wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,human
4738,we have pizza if u want,human
4739,"i keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and i'm all \""oh\""""",human
4740,many more happy returns of the day i wish you happy birthday,human
4741,ya very nice be ready on thursday,human
4742,i am in hospital da i will return home in evening,human
4743,"\thinking of u x\""""",human
4744,camera you are awarded a sipix digital camera call   fromm landline delivery within   days,spam
4745,orh i tot u say she now still dun believe,human
4746,"when you just put in the sign, choose my number and the pin will show right",human
4747,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n ,human
4748,thanx u darlin im cool thanx a few bday drinks   nite  morrow off take care c u soon xxx,human
4749,"if you're still up, maybe leave the credit card so i can get gas when i get back like he told me to",human
4750,your weekly cool mob tones are ready to download this weeks new tones include   crazy frog axel f   akon lonely   black eyed dont p more info in n,spam
4751,well boy am i glad g wasted all night at applebees for nothing,human
4752,cashbin co uk get lots of cash this weekend www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away these,spam
4753,ok lor or u wan me go look   u,human
4754,u wan   haf lunch i'm in da canteen now,human
4755,don't make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud ni  swt dreams,human
4756,"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around",human
4757,urgent your mobile number has been awarded with a å£  prize guaranteed call   from land line claim   valid  hrs only  ppm,spam
4758,thanks   your continued support your question this week will enter u in  our draw   å£  cash name the new us president txt ans to  ,spam
4759,i'm home doc gave me pain meds says everything is fine,human
4760,it's ì© only   ard ìä rest all ard   at least which is ì© price   ì©   bedrm  ,human
4761,me too have a lovely night xxx,human
4762,prepare to be pleasured,human
4763,hi technical support providing assistance to us customer through call and email,human
4764,if you text on your way to cup stop that should work and that should be bus,human
4765,whens your radio show,human
4766,your unique user id is   for removal send stop to   customer services  ,spam
4767,i'm not sure if its still available though,human
4768,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,human
4769,cheers lou yeah was a goodnite shame u neva came c ya gailxx,human
4770,hi i got the money da,human
4771,"hi, mobile no lt gt has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com",human
4772,ok then u tell me wat time u coming later lor,human
4773,u repeat e instructions again wat's e road name of ur house,human
4774,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight maintain them till life ends sh jas",human
4775,quite lor but dun tell him wait he get complacent,human
4776,sorry completely forgot will pop em round this week if your still here,human
4777,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,human
4778,o we cant see if we can join denis and mina or does denis want alone time,human
4779,sen told that he is going to join his uncle finance in cbe,human
4780,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,human
4781,"call me, i am senthil from hsbc",human
4782,"especially since i talk about boston all up in my personal statement, lol i woulda changed that if i had realized it said nyc it says boston now",human
4783,indeed and by the way it was either or not both,human
4784,"urgent call  from landline your complimentary   ibiza holiday or å£ ,  cash await collection sae t cs po box   sk   wp  ppm  ",spam
4785,holy living christ what is taking you so long,human
4786,ìï thk of wat to eat tonight,human
4787,"thanx yup we coming back on sun finish dinner going back   hotel now time flies, we're tog   exactly a mth today hope we'll haf many more mths to come",human
4788,we're on the opposite side from where we dropped you off,human
4789,yup izzit still raining heavily cos i'm in e mrt i can't c outside,human
4790,send me your resume,human
4791,gd luck   ur exams,human
4792,or u ask they all if next sat can a not if all of them can make it then i'm ok lor,human
4793,sorry that was my uncle i ll keep in touch,human
4794,saw guys and dolls last night with patrick swayze it was great,human
4795,urgent this is our  nd attempt to contact u your å£  prize from yesterday is still awaiting collection to claim call now  ,spam
4796,santa calling would your little ones like a call from santa xmas eve call   to book you time calls   ppm last  mins  s t c www santacalling com,spam
4797,just come home i don't want u to be miserable,human
4798,i dont know why she s not getting your messages,human
4799,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight our total order is a quarter, you got enough",human
4800,"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me i'm nervous because of course now he may have my address should i call his boss and tell him, knowing this may get him fired",human
4801,reverse is cheating that is not mathematics,human
4802,how do you plan to manage that,human
4803,"er, hello, things didnû÷t quite go to plan ûò is limping slowly home followed by aa and with exhaust hanging off",human
4804,sorry for the delay yes masters,human
4805,call me when u finish then i come n pick u,human
4806,private your   account statement for     shows   unredeemed bonus points to claim call   identifier code   expires      ,spam
4807,what's up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,human
4808,"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself",human
4809,"honey, can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday",human
4810,e admin building there i might b slightly earlier i'll call u when i'm reaching,human
4811,"fyi i'm at usf now, swing by the room whenever",human
4812,i can call in lt gt min if thats ok,human
4813,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,human
4814,ìï no home work to do meh,human
4815,anything is valuable in only   situations first before getting it second after loosing it,human
4816,me too mark is taking forever to pick up my prescription and the pain is coming back,human
4817,how's ur paper,human
4818,got smaller capacity one quite ex,human
4819,check out choose your babe videos sms shsex netun fgkslpopw fgkslpo,spam
4820,im good i have been thinking about you,human
4821,u r a winner u ave been specially selected   receive å£  cash or a   holiday flights inc speak to a live operator   claim  p min  ,spam
4822,,human
4823,not thought bout it || drink in tap spile at seven || is that pub on gas st off broad st by canal || ok,human
4824,i am going to sleep i am tired of travel,human
4825,"haha, just what i was thinkin",human
4826,yup but it's not giving me problems now so mayb i'll jus leave it,human
4827,lol no just trying to make your day a little more interesting,human
4828,"how long before you get reply, just defer admission til next semester",human
4829,"the word \checkmate\"" in chess comes from the persian phrase \""shah maat\"" which means \""the king is dead \"" goodmorning have a good day """,human
4830,po de no need job aha,human
4831,rats hey did u ever vote for the next themes,human
4832,"new mobiles from  , must go txt nokia to no   collect yours today from only å£  www   tc biz  optout    gbp mtmsg  txtauction",spam
4833,i hope your pee burns tonite,human
4834,"oh rite well im with my best mate pete, who i went out with   a week now were  geva again its been longer than a week",human
4835,yay can't wait to party together,human
4836,photoshop makes my computer shut down,human
4837,all boys made fun of me today ok i have no problem i just sent one message just for fun,human
4838,that's one of the issues but california is okay no snow so its manageable,human
4839,private your   account statement for shows   un redeemed s i m points call   identifier code   expires      ,spam
4840,"hmmm mayb can try e shoppin area one, but forgot e name of hotel",human
4841,"awesome, that gonna be soon or later tonight",human
4842,i need details about that online job,human
4843,you have won as a valued vodafone customer our computer has picked you to win a å£  prize to collect is easy just call  ,spam
4844,missing you too pray inshah allah,human
4845,pls help me tell ashley that i cant find her number oh,human
4846,i am in escape theatre now going to watch kavalan in a few minutes,human
4847,s this will increase the chance of winning,human
4848,either way works for me i am lt gt years old hope that doesnt bother you,human
4849,maybe you should find something else to do instead,human
4850,gain the rights of a wife dont demand it i am trying as husband too lets see,human
4851,i liked your new house,human
4852,i'm fine hope you are also,human
4853,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent",human
4854,same to u,human
4855,yes baby i need to stretch open your pussy,human
4856,thanks and or bomb and date as my phone wanted to say,human
4857,ok,human
4858,"hey, a guy i know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight",human
4859,"\response\"" is one of d powerful weapon   occupy a place in others 'heart' so",human
4860,nokia phone is lovly,human
4861,free message thanks for using the auction subscription service    p msgrcvd   skip an auction txt out   unsubscribe txt stop customercare  ,spam
4862,bored housewives chat n date now       bt national rate  p min only from landlines,spam
4863,sorry da today i wont come to play i have driving clas,human
4864,i'm really sorry i lit your hair on fire,human
4865,"oh shit, i thought that was your trip loooooool that just makes so much more sense now grins and the sofa reference was the \sleep on a couch\"" link you sent me wasn't that how you went on your trip oh and didn't your babe go with you for that celebration with your rents """,human
4866,okey dokey swashbuckling stuff what oh,human
4867,"watching cartoon, listening music amp at eve had to go temple amp church what about u",human
4868,  tension face   smiling face   waste face   innocent face   terror face   cruel face   romantic face   lovable face   decent face lt gt joker face,human
4869,dip's cell dead so i m coming with him u better respond else we shall come back,human
4870,well you know what i mean texting,human
4871,hi dis is yijue i would be happy to work wif ì_ all for gek ,human
4872,lol oops sorry have fun,human
4873,wat happened to the cruise thing,human
4874,"i know dat feelin had it with pete wuld get with em , nuther place nuther time mayb",human
4875,lyricalladie   f is inviting you to be her friend reply yes   or no   see her www sms ac u hmmross stop send stop frnd to  ,spam
4876,the world's most happiest frnds never have the same characters dey just have the best understanding of their differences,human
4877,no   polyphonic tone   ur mob every week just txt pt  to    st tone free so get txtin now and tell ur friends  p tone   reply hl  info,spam
4878,yeah just open chat and click friend lists then make the list easy as pie,human
4879,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,human
4880,when where do i pick you up,human
4881,as usual u can call me ard   smth,human
4882,"new theory argument wins d situation, but loses the person so dont argue with ur friends just kick them amp say, i'm always correct",human
4883,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,human
4884,poor girl can't go one day lmao,human
4885,or just do that  times,human
4886,todays vodafone numbers ending with   are selected to a receive a å£  award if your number matches call   to receive your å£  award,spam
4887,you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,human
4888,"japanese proverb if one can do it, u too can do it, if none can do it,u must do it indian version if one can do it, let him do it if none can do it,leave it and finally kerala version if one can do it, stop him doing it if none can do it, make a strike against it",human
4889,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,human
4890,its worse if if uses half way then stops its better for him to complete it,human
4891,miserable they don't tell u that the side effects of birth control are massive gut wrenching cramps for the first   months i didn't sleep at all last night,human
4892,send me the new number,human
4893,convey my regards to him,human
4894,want the latest video handset   anytime any network mins half price line rental reply or call   for delivery tomorrow,spam
4895,  and half years i missed your friendship,human
4896,i cant pick the phone right now pls send a message,human
4897,oh for fuck's sake she's in like tallahassee,human
4898,"haha, that was the first person i was gonna ask",human
4899,"ou are guaranteed the latest nokia phone, a  gb ipod mp  player or a å£  prize txt word collect to no   ibhltd ldnw h  p mtmsgrcvd ",spam
4900,taka lor wat time u wan   come n look   us,human
4901,free polyphonic ringtone text super to   to get your free poly tone of the week now   sn pobox  nr   zs subscription  pw,spam
4902,"\i m reaching in another   stops \""""",human
4903,"no, i didn't mean to post it i wrote it, and like so many other times i've ritten stuff to you, i let it sit there it was what i was feeling at the time i was angry before i left, i hit send, then stop it wasn't there i checked on my phone when i got to my car it wasn't there you said you didn't sleep, you were bored so why wouldn't that be the time to clean, fold laundry, etc at least make the bed",human
4904,warner village   c colin farrell in swat this wkend warner village get   free med popcorn just show msg ticket kiosk valid       c t c kiosk reply sony   mre film offers,spam
4905,will you come online today night,human
4906,then anything special,human
4907,"i'm in solihull, | do you want anything",human
4908,will do have a good day,human
4909,we regret to inform u that the nhs has made a mistake u were never actually born please report   yor local hospital  b terminated we r sorry   the inconvenience,human
4910,love that holiday monday feeling even if i have to go to the dentists in an hour,human
4911,i am on the way to tirupur,human
4912,"goal arsenal   henry,   v liverpool   henry scores with a simple shot from   yards from a pass by bergkamp to give arsenal a   goal margin after   mins",spam
4913,you've already got a flaky parent it'snot supposed to be the child's job to support the parent not until they're the ride age anyway i'm supposed to be there to support you and now i've hurt you unintentional but hurt nonetheless,human
4914,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,human
4915,"just dropped em off, omw back now",human
4916,"this is the  nd time we have tried   contact u u have won the   pound prize   claim is easy, call   now only  p per min bt national rate",spam
4917,sitting in mu waiting for everyone to get out of my suite so i can take a shower,human
4918,re your call you didn't see my facebook huh,human
4919,"g says you never answer your texts, confirm deny",human
4920,"its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not, do it now gud evng",human
4921,hi dear call me its urgnt i don't know whats your problem you don't want to work or if you have any other problem at least tell me wating for your reply,human
4922,oh yah we never cancel leh haha,human
4923,we can go   e normal pilates after our intro,human
4924,ok let u noe when i leave my house,human
4925,"oh yes, why is it like torture watching england",human
4926,wanna do some art d,human
4927,just hopeing that wasnû÷t too pissed up to remember and has gone off to his sisters or something,human
4928,"got what it takes   take part in the wrc rally in oz u can with lucozade energy text rally le to    p , see packs or lucozade co uk wrc itcould be u",spam
4929,"hi, the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service",spam
4930,"good morning, my boytoy how's those yummy lips where's my sexy buns now what do you do do you think of me do you crave me do you need me",human
4931,match started india lt gt for  ,human
4932,once free call me sir,human
4933,hey do you want anything to buy,human
4934,"hey babe, how's it going did you ever figure out where your going for new years",human
4935,k k congratulation,human
4936,g wants to know where the fuck you are,human
4937,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,human
4938,tomarrow i want to got to court at lt decimal gt so you come to bus stand at  ,human
4939,ìï go home liao ask dad to pick me up at  ,human
4940,omg you can make a wedding chapel in frontierville why do they get all the good stuff,human
4941,"i'm eatin now lor, but goin back to work soon e mountain deer show huh i watch b  liao, very nice",human
4942,check mail i have mailed varma and kept copy to you regarding membership take care insha allah,human
4943,wrong phone this phone i answer this one but assume the other is people i don't well,human
4944,"anyway i don't think i can secure anything up here, lemme know if you want me to drive down south and chill",human
4945,i'm already back home so no probably not,human
4946,great news call freefone   to claim your guaranteed å£  cash or å£  gift speak to a live operator now,spam
4947,"hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties",spam
4948,i am in bus on the way to calicut,human
4949,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,human
4950,hi baby im sat on the bloody bus at the mo and i wont be home until about     wanna do somethin later call me later ortxt back jess xx,human
4951,"welcome to select, an o  service with added benefits you can now call our specially trained advisors free from your mobile by dialling  ",spam
4952,i lost   pounds since my doc visit last week woot woot now i'm gonna celebrate by stuffing my face,human
4953,u coming back   dinner rite dad ask me so i re confirm wif u,human
4954,doing my masters when will you buy a bb cos i have for sale and how's bf,human
4955,"ahhhh just woken up had a bad dream about u tho,so i dont like u right now i didnt know anything about comedy night but i guess im up for it",human
4956,i'm vivek i got call from your number,human
4957,why didn't u call on your lunch,human
4958,"what i mean was i left too early to check, cos i'm working a    ",human
4959,i want lt gt rs da do you have it,human
4960,"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend",human
4961,yup ok,human
4962,i want to see your pretty pussy,human
4963,dear voucher holder have your next meal on us use the following link on your pc   enjoy a       dining experiencehttp www vouch me com etlp dining asp,spam
4964,"a few people are at the game, i'm at the mall with iouri and kaila",human
4965,urgent we are trying to contact u todays draw shows that you have won a å£  prize guaranteed call   from land line claim   valid  hrs only,spam
4966,you can donate å£    to unicef's asian tsunami disaster support fund by texting donate to   å£    will be added to your next bill,spam
4967,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,human
4968,i will cme i want to go to hos  morow after that i wil cme this what i got from her dear what to do she didnt say any time,human
4969,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,human
4970,hey come online use msn we are all there,human
4971,i'm fine hope you are good do take care,human
4972,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i'm not crazy stuff like that does happen,human
4973,aiyo u so poor thing then u dun wan   eat u bathe already,human
4974,yar i tot u knew dis would happen long ago already,human
4975,you are gorgeous keep those pix cumming thank you,human
4976,"a boy was late   home his father \power of frndship\""""",human
4977,jade its paul y didnåõt u txt me do u remember me from barmed i want   talk   u txt me,human
4978,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled,human
4979,so what u doing today,human
4980,i said its okay sorry,human
4981,slept i thinkthis time lt gt pm is not dangerous,human
4982,networking job is there,human
4983,goldviking   m is inviting you to be his friend reply yes   or no   see him www sms ac u goldviking stop send stop frnd to  ,spam
4984,dont let studying stress you out l r,human
4985,that's y u haf   keep me busy,human
4986,no rushing i'm not working i'm in school so if we rush we go hungry,human
4987,which channel,human
4988,so your telling me i coulda been your real valentine and i wasn't u never pick me for nothing,human
4989,phony å£  award todays voda numbers ending xxxx are selected to receive a å£  award if you have a match please call   quoting claim code   standard rates app,spam
4990,"we made it eta at taunton is     as planned, hope thatû÷s still okday good to see you xx",human
4991,i'm hungry buy smth home,human
4992,\hey kate,human
4993,my drive can only be read i need to write,human
4994,"just looked it up and addie goes back monday, sucks to be her",human
4995,happy new year hope you are having a good semester,human
4996,esplanade lor where else,human
4997,can you talk with me,human
4998,"hmph go head, big baller",human
4999,well its not like you actually called someone a punto that woulda been worse,human
5000,"nope since ayo travelled, he has forgotten his guy",human
5001,you still around looking to pick up later,human
5002,cds  u congratulations ur awarded å£  of cd gift vouchers or å£  gift guaranteed freeentry   å£  wkly draw xt music to   tncs www ldew com win ppmx age ,spam
5003,there's someone here that has a year lt gt toyota camry like mr olayiwola's own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,human
5004,guess which pub im in im as happy as a pig in clover or whatever the saying is,human
5005,ill b down soon,human
5006,oh k i will come tomorrow,human
5007,go fool dont cheat others ok,human
5008,"my mobile number pls sms ur mail id convey regards to achan,amma rakhesh qatar",human
5009,"by the way, 'rencontre' is to meet again mountains dont",human
5010,you have won a guaranteed å£  cash or a å£  prize to claim yr prize call our customer service representative on   between  am  pm cost  p,spam
5011,u attend ur driving lesson how many times a wk n which day,human
5012,"uncle g, just checking up on you do have a rewarding month",human
5013,hello boytoy geeee i'm missing you today i like to send you a tm and remind you i'm thinking of you and you are loved loving kiss,human
5014,i think the other two still need to get cash but we can def be ready by  ,human
5015,hey gals u all wanna meet   dinner at nìâte,human
5016,dear  xxxxxxx u've been invited to xchat this is our final attempt to contact u txt chat to    p msgrcvdhg suite   lands row w j hl ldn  yrs,spam
5017,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,human
5018,great how is the office today,human
5019,"it's cool, we can last a little while getting more any time soon",human
5020,sad puppy noise,human
5021,yes its possible but dint try pls dont tell to any one k,human
5022,anyway holla at me whenever you're around because i need an excuse to go creep on people in sarasota,human
5023,where you what happen,human
5024,i was gonna ask you lol but i think its at  ,human
5025,ur cash balance is currently   pounds to maximize ur cash in now send go to   only  p meg cc   hg suite   lands row w j hl,spam
5026,private your   account statement for shows   un redeemed s i m points call   identifier code  xx  expires      ,spam
5027,go chase after her and run her over while she's crossing the street,human
5028,i'd like to tell you my deepest darkest fantasies call me   just  p min to stop texts call   nat rate,spam
5029,is there coming friday is leave for pongal do you get any news from your work place,human
5030,hey very inconvenient for your sis a not huh,human
5031,ok i vl do u know i got adsense approved,human
5032,"was really good to see you the other day dudette, been missing you",human
5033,i want to go to perumbavoor,human
5034,how many times i told in the stage all use to laugh you not listen aha,human
5035,you won't believe it but it's true it's incredible txts reply g now to learn truly amazing things that will blow your mind from o fwd only  p txt,spam
5036,you didn't hear it from me,human
5037,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,human
5038,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,human
5039,natalie   f is inviting you to be her friend reply yes   or no   see her www sms ac u natalie k  stop send stop frnd to  ,spam
5040,she ran off with a younger man we will make pretty babies together,human
5041,jamster to get your free wallpaper text heart to   now t c apply   only need help call  ,spam
5042,o ic lol should play   doors sometime yo,human
5043,"dunno, my dad said he coming home   bring us out   lunch yup i go w u lor i call u when i reach school lor",human
5044,"we have sent jd for customer service cum accounts executive to ur mail id, for details contact us",human
5045,desires u going to doctor   liver and get a bit stylish get ur hair managed thats it,human
5046,hmmm still we dont have opener,human
5047,yeah so basically any time next week you can get away from your mom amp get up before  ,human
5048,"edison has rightly said, \a fool can ask more questions than a wise man can answer\"" now you know why all of us are speechless during viva gm",human
5049,i will vote for wherever my heart guides me,human
5050,with my sis lor we juz watched italian job,human
5051,"tick, tick, tick where are you i could die of loneliness you know pouts stomps feet i need you",human
5052,lmao you know me so well,human
5053,double mins double txt     price linerental on latest orange bluetooth mobiles call mobileupd  for the very latest offers   or call optout lf ,spam
5054,am on a train back from northampton so i'm afraid not i'm staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,human
5055,goodnight da thangam i really miss u dear,human
5056,hey next sun   there's a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,human
5057,"geeeee your internet is really bad today, eh",human
5058,free video camera phones with half price line rental for   mths and   cross ntwk mins   txts call mobileupd    or call optout  ,spam
5059,i think i am disturbing her da,human
5060,"sorry, i'll call you later i am in meeting sir",human
5061,havent stuck at orchard in my dad's car going   dinner now u leh so r they free tonight,human
5062,ok i also wan   watch e   pm show,human
5063,i dunno lei like dun haf,human
5064,but your brother transfered only lt gt lt gt pa,human
5065,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann't listen me,human
5066,    å£  uk break accommodationvouchers terms conditions apply   claim you mustprovide your claim number which is  ,spam
5067,talk to g and x about that,human
5068,hai dear friends this is my new amp present number by rajitha raj ranju,human
5069, p   alfie moon's children in need song on ur mob tell ur m s txt tone charity to   for nokias or poly charity for polys zed   profit   charity,spam
5070,as in different styles,human
5071,win a å£  shopping spree every week starting now   play text store to   skilgme tscs   winawk age  å£   perweeksub,spam
5072,gud ni  dear slp well take care swt dreams muah,human
5073,i want to sent lt gt mesages today thats y sorry if i hurts,human
5074,"this is the  nd attempt to contract u, you have won this weeks top prize of either å£  cash or å£  prize just call  ",spam
5075,"well, i'm glad you didn't find it totally disagreeable lol",human
5076,"guy, no flash me now if you go call me, call me how madam take care oh",human
5077,do you want a new nokia  i colour phone deliveredtomorrow with   free minutes to any mobile   free texts free camcorder reply or call  ,spam
5078,mark works tomorrow he gets out at   his work is by your house so he can meet u afterwards,human
5079,\keep ur problems in ur heart,human
5080,"yeah, give me a call if you've got a minute",human
5081,\hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried  thnov behind ourbacks åð fuckinnice selfish,human
5082,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing,human
5083,aiya we discuss later lar pick ì_ up at   is it,human
5084,hey happy birthday,human
5085,sorry i missed your call can you please call back,human
5086,omg if its not one thing its another my cat has worms when does this bad day end,human
5087,"good morning, im suffering from fever and dysentry will not be able to come to office today",human
5088,i wont do anything de,human
5089,what type of stuff do you sing,human
5090,"st andre, virgil's cream",human
5091,no no i will check all rooms befor activities,human
5092,"my fri ah okie lor,goin   my drivin den go shoppin after tt",human
5093,gokila is talking with you aha,human
5094,"hi shanil,rakhesh here thanks,i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem",human
5095,k k this month kotees birthday know,human
5096,but i'm really really broke oh no amount is too small even lt gt,human
5097,sorry about that this is my mates phone and i didnt write it love kate,human
5098,"themob hit the link to get a premium pink panther game, the new no   from sugababes, a crazy zebra animation or a badass hoody wallpaper all   free",spam
5099,"ah, well that confuses things, doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money",human
5100,"aight, call me once you're close",human
5101,nope thats fine i might have a nap tho,human
5102,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com,spam
5103,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,human
5104,"a boy loved a gal he propsd bt she didnt mind he gv lv lttrs, bt her frnds threw thm again d boy decided   aproach d gal , dt time a truck was speeding towards d gal wn it was about   hit d girl,d boy ran like hell n saved her she asked 'hw cn u run so fast ' d boy replied \boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n thy lived happily  gthr drinking boost evrydy moral of d story i hv free msgs d gud ni """,human
5105,i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,human
5106,ding me on ya break fassyole blacko from londn,human
5107,i really need   kiss u i miss u my baby from ur baby  eva,human
5108,"the sign of maturity is not when we start saying big things but actually it is, when we start understanding small things have a nice evening bslvyl",human
5109,oh you got many responsibilities,human
5110,you have   new message please call  ,spam
5111,i've reached sch already,human
5112,december only had your mobile  mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on  ,spam
5113,u definitely need a module from e humanities dis sem izzit u wan   take other modules  st,human
5114,argh why the fuck is nobody in town _,human
5115,"get   lions england tone, reply lionm   mono or lionp   poly   more go   www ringtones co uk, the original n best tones  gbp network operator rates apply",spam
5116,thanks fills me with complete calm and reassurance,human
5117,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning same here,human
5118,are you driving or training,human
5119,lol for real she told my dad i have cancer,human
5120,private your   account statement for  ,spam
5121,"oops i did have it, lt gt",human
5122,"\not enufcredeit tocall shall ileave uni at   get a bus to yor house \""""",human
5123,"hi chikku, send some nice msgs",human
5124,"he is impossible to argue with and he always treats me like his sub, like he never released me which he did and i will remind him of that if necessary",human
5125,"after my work ah den   plus lor u workin oso rite den go orchard lor, no other place to go liao",human
5126,"to the wonderful okors, have a great month we cherish you guys and wish you well each day mojibiola",human
5127,cuz ibored and don wanna study,human
5128,wot about on wed nite i am   then but only til  ,human
5129,"rose for red,red for blood,blood for heart,heart for u but u for me send tis to all ur friends including me if u like me if u get back,   u r poor in relation   u need some   to support   u r frnd   many   some  luvs u   some  is praying god to marry u try it",human
5130,any way where are you and what doing,human
5131,that sucks i'll go over so u can do my hair you'll do it free right,human
5132,it's still not working and this time i also tried adding zeros that was the savings the checking is lt gt,human
5133,"hmm dunno leh, mayb a bag   goigng out dat is not too small or jus anything except perfume, smth dat i can keep",human
5134,sday only joined so training we started today,human
5135,sorry was at the grocers,human
5136,there are some nice pubs near here or there is frankie n bennys near the warner cinema,human
5137,"you ve won your   costa del sol holiday or å£  await collection call   now toclaim sae, tc s, pobox , stockport, sk xh, costå£    pm, max mins",spam
5138,yup i havent been there before you want to go for the yoga i can call up to book,human
5139,oh shut it omg yesterday i had a dream that i had   kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause i'm not getting owed in the face,human
5140,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys,human
5141,free for  st week no  nokia tone   ur mobile every week just txt nokia to   get txting and tell ur mates www getzed co uk pobox   w wq   norm p tone,spam
5142,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys i ll forward you a link,human
5143,hi darlin im on helens fone im gonna b up the princes   nite please come up tb love kate,human
5144,i'm in office now da where are you,human
5145,aiyar u so poor thing i give u my support k jia you i'll think of u,human
5146,oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning,human
5147,get your garden ready for summer with a free selection of summer bulbs and seeds worth å£    only with the scotsman this saturday to stop go  notxt co uk,spam
5148,k then come wenever u lik to come and also tel vikky to come by getting free time,human
5149,pls call me da what happen,human
5150,"happy new year to u and ur family may this new year bring happiness , stability and tranquility to ur vibrant colourful life",human
5151,no problem with the renewal i ll do it right away but i dont know his details,human
5152,idk i'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything nobody wants me and now i feel like i'm failing you,human
5153,haven't left yet so probably gonna be here til dinner,human
